"MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","State","AU_ID","AU_NAME","Dist_to_AU_m","LongitudeMeasure","LatitudeMeasure"
"MTWTRSHD_WQX-FH-INDIAN","Flathead Lake at Indian Bay","Lake","Montana","MT76O003_010","Flathead Lake",8718.52271187218,-114.175470000002,47.8068700000011
"MTWTRSHD_WQX-FH-MACK","Flathead Lake at Mackinaw Alley","Lake","Montana","MT76O003_010","Flathead Lake",4991.08979906264,-114.250960000002,47.8488200000011
"MTWTRSHD_WQX-FH-SKIDOO","Flathead Lake at Skidoo Bay","Lake","Montana","MT76O003_010","Flathead Lake",14189.7799718552,-114.055049000002,47.7569860000011
"MTWTRSHD_WQX-FH-YELLOW","Flathead Lake at Yellow Bay","Lake","Montana","MT76O003_010","Flathead Lake",1500.29910268089,-114.031540000002,47.8716300000011
"MTWTRSHD_WQX-FISH","Fish Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",30761.1759447038,-114.724800000002,48.6771100000011
"MTWTRSHD_WQX-GLEN","Glen Lake at deep site","Lake","Montana","MT76D003_010","Lake Koocanusa",13722.2309613753,-114.948100000002,48.862210000001
"MTWTRSHD_WQX-HALFM","Halfmoon Lake at deep site","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",13977.2545380913,-114.003040000002,48.4716900000011
"MTWTRSHD_WQX-HANS-DOY","Hanson-Doyle Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",10065.3379583759,-114.467850000002,48.3601700000011
"MTWTRSHD_WQX-JETTE","Jette Lake at deep site","Lake","Montana","MT76O003_010","Flathead Lake",14315.2835539332,-114.250370000002,47.7592400000011
"MTWTRSHD_WQX-LAKEFI","Lake Five at deep site","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",13568.8621605847,-114.011030000002,48.4656600000011
"MTWTRSHD_WQX-LITT-BITT","Little Bitterroot Lake at deep site","Lake","Montana","MT76O004_010","Ashley Lake",8444.88627924394,-114.716960000002,48.127520000001
"MTWTRSHD_WQX-LOON","Loon Lake at deep site","Lake","Montana","MT76K002_010","Swan Lake",915.399451520578,-113.990100000002,48.0236000000011
"MTWTRSHD_WQX-LOSTCOO","Lost Coon Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",2380.91605384811,-114.359410000002,48.3938600000011
"MTWTRSHD_WQX-LOWER-STILL","Lower Stillwater Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",10427.8061533272,-114.557920000002,48.5195600000011
"MTWTRSHD_WQX-MCGILV","McGilvray Lake at deep site","Lake","Montana","MT76O003_010","Flathead Lake",8186.84818244244,-114.083100000002,48.1425600000011
"MTWTRSHD_WQX-MURPHY","Murphy Lake at deep site","Lake","Montana","MT76D003_010","Lake Koocanusa",26594.7011494777,-114.858920000002,48.734970000001
"MTWTRSHD_WQX-MURRAY","Murray Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",3862.10073268465,-114.453370000002,48.442830000001
"MTWTRSHD_WQX-PETERS","Peterson Lake at deep site","Lake","Montana","MT76O003_010","Flathead Lake",6542.51814136962,-114.057330000002,48.1191200000011
"MTWTRSHD_WQX-ROGERS","Rogers Lake at deep site","Lake","Montana","MT76O004_010","Ashley Lake",12510.1465705206,-114.605620000002,48.0668300000011
"MTWTRSHD_WQX-SKYLES","Skyles Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",3176.66305943983,-114.402860000002,48.4057900000011
"MTWTRSHD_WQX-SMITH","Smith Lake","Lake","Montana","MT76P004_010","Whitefish Lake",999.475337264582,-114.422395000002,48.4953940000011
"MTWTRSHD_WQX-SOPHIE","Sophie Lake at deep site","Lake","Montana","MT76D003_010","Lake Koocanusa",1269.38584889791,-115.123350000002,48.958350000001
"MTWTRSHD_WQX-SPENCER","Spencer Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",4703.45143151854,-114.419550000002,48.3975100000011
"MTWTRSHD_WQX-TALLY","Tally Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",11704.7267500043,-114.556640000002,48.4088600000011
"MTWTRSHD_WQX-TETRAU","Tetrault Lake at deep site","Lake","Montana","MT76D003_010","Lake Koocanusa",2581.02508270848,-115.109040000002,48.946850000001
"MTVOLWQM_WQX-YELLOWBAY","Yellow Bay","Lake","Montana","MT76O003_010","Flathead Lake",1207.68711368882,-114.029045000002,47.8752120000011
"MTWTRSHD_WQX-UPP-STILL","Upper Stillwater Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",21461.7234351788,-114.654230000002,48.603270000001
"MTWTRSHD_WQX-UPP-WF","Upper Whitefish Lake at deep site","Lake","Montana","MT76P004_010","Whitefish Lake",24997.8685276329,-114.579648000002,48.685611000001
"NALMS-F1796095","Lost Coon Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",2146.10560777912,-114.360000000002,48.3960000000011
"NALMS-F771798","Glen Lake, Lincoln County, MT, USA","Lake","Montana","MT76D003_010","Lake Koocanusa",13508.2251487927,-114.950000000002,48.865000000001
"NALMS-F772817","Jette Lake, Lake County, MT, USA","Lake","Montana","MT76O003_010","Flathead Lake",14227.0122515119,-114.250000000002,47.7600000000011
"NALMS-F775913","Rogers Lake, Flathead County, MT, USA","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",33865.5417227499,-113.938000000002,48.6610000000011
"NALMS-F778854","Abbot Lake, Flathead County, MT, USA","Lake","Montana","MT76O003_010","Flathead Lake",6551.99058365863,-114.052000000002,48.1180000000011
"NALMS-F779258","Bailey Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",16111.517474799,-114.132000000002,48.4710000000011
"NALMS-F779626","Beaver Lake, Flathead County, MT, USA, 48.4348751, -114.4196584","Lake","Montana","MT76P004_010","Whitefish Lake",2211.8389175583,-114.420000000002,48.4350000000011
"NALMS-F779886","Big Therriault Lake, Lincoln County, MT, USA, 48.9327801, -114.8","Lake","Montana","MT76D003_010","Lake Koocanusa",18965.1243302067,-114.876000000002,48.933000000001
"NALMS-F780084","Lake Blaine, Flathead County, MT, USA","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",12155.617579709,-114.119000000002,48.2450000000011
"NALMS-F780093","Blanchard Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",3518.32411604994,-114.366000000002,48.3840000000011
"NALMS-F780234","Bootjack Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",7311.06579808538,-114.494000000002,48.423000000001
"NALMS-F782371","Dickey Lake, Flathead County, MT, USA","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",6698.06068321337,-113.718000000002,48.2840000000011
"NALMS-F782453","Dollar Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",1742.78505017003,-114.415000000002,48.4460000000011
"NALMS-F782971","Echo Lake, Flathead County, MT, USA","Lake","Montana","MT76O003_010","Flathead Lake",7757.59192888509,-114.042000000002,48.1270000000011
"NALMS-F783444","Fish Lake, Flathead County, MT, USA, 48.600497, -113.8600822","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",27637.9709471435,-113.860000000002,48.6010000000011
"NALMS-F783478","Lake Five, Flathead County, MT, USA","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",13506.868085,-114.020000000002,48.4650000000011
"NALMS-F784468","Halfmoon Lake, Flathead County, MT, USA, 48.4643572, -113.788306","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",15701.330027143,-113.788000000002,48.4640000000011
"NALMS-F784469","Halfmoon Lake, Flathead County, MT, USA, 48.4724437, -114.004655","Lake","Montana","MT76J002_010","Hungry Horse Reservoir",14067.1263224646,-114.005000000002,48.4720000000011
"NALMS-F784533","Hanson-Doyle Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",10098.1908271196,-114.467000000002,48.3590000000011
"NALMS-F786680","Lower Stillwater Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",11113.988956189,-114.564000000002,48.525000000001
"NALMS-F787052","McGilvray Lake, Flathead County, MT, USA","Lake","Montana","MT76O003_010","Flathead Lake",8325.42851412139,-114.080000000002,48.1430000000011
"NALMS-F787864","Murphy Lake, Lincoln County, MT, USA","Lake","Montana","MT76D003_010","Lake Koocanusa",26643.031977806,-114.858000000002,48.735000000001
"NALMS-F787878","Murray Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",4039.89480936995,-114.453000000002,48.4410000000011
"NALMS-F788794","Peterson Lake, Flathead County, MT, USA","Lake","Montana","MT76O003_010","Flathead Lake",6708.70654582153,-114.059000000002,48.1210000000011
"NALMS-F790855","Sophie Lake, Lincoln County, MT, USA","Lake","Montana","MT76D003_010","Lake Koocanusa",1719.30930200863,-115.116000000002,48.964000000001
"NALMS-F791146","Spencer Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",4712.84093079265,-114.419000000002,48.397000000001
"NALMS-F791868","Tally Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",12200.9078752403,-114.558000000002,48.4030000000011
"NALMS-F792010","Tetrault Lake, Lincoln County, MT, USA","Lake","Montana","MT76D003_010","Lake Koocanusa",2151.62036855035,-115.116000000002,48.945000000001
"NALMS-F792654","Upper Stillwater Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",19429.4223873889,-114.637000000002,48.588000000001
"NALMS-F792660","Upper Whitefish Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",25112.7252155211,-114.579000000002,48.687000000001
"NALMS-F795663","Little Bitterroot Lake, Flathead County, MT, USA","Lake","Montana","MT76O004_010","Ashley Lake",9496.7521625518,-114.716000000002,48.1140000000011
"MTVOLWQM_WQX-HAB-BEAVER","Beaver Creek Reservoir, Lower Lake","Lake","Montana","MT40F005_010","Fresno Reservoir",27104.9563221142,-109.721000000002,48.4060000000013
"NALMS-F790625","Skyles Lake, Flathead County, MT, USA","Lake","Montana","MT76P004_010","Whitefish Lake",3167.14313340493,-114.403000000002,48.4060000000011
"UTAHDWQ_WQX-4938610","FLAMING GORGE RES AT ANVIL DRAW","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",11029.188877167,-109.528470000002,41.0799600000016
"UTAHDWQ_WQX-4938620","FLAMING GORGE RES NR MIDDLE MARSH CK","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",17957.1796431125,-109.539590000002,41.1521800000016
"UTAHDWQ_WQX-4938650","FLAMING GORGE RES ABV BUCKBOARD","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",30070.2044018355,-109.567360000002,41.2666300000016
"UTAHDWQ_WQX-4938660","FLAMING GORGE RES GREEN R FK 0.5 MI AB CNFL/ BLACK R FK","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",34876.5892657268,-109.533190000002,41.3066300000016
"UTAHDWQ_WQX-4938680","FLAMING GORGE RES BLACK R FK 0.5 MI AB CNFL/ GREEN R FK","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",33480.5737467799,-109.551810000002,41.2960700000016
"UTAHDWQ_WQX-4938685","FLAMING GORGE RES AT N CHIMNEY ROCK","Lake","Wyoming","UT14040106-012_03","Flaming Gorge Tributaries-3",43319.1635372867,-109.428470000002,41.3638500000016
"WYDEQ_WATERSHED-WYDEQ_RES_149","Lake Cameahwait","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",29107.9603493375,-108.240593000002,43.3014710000016
"WYDEQ_WATERSHED-WYDEQ_RES_228","Lake Cameahwait - Littoral","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",27895.8507240136,-108.254918000002,43.2981420000016
"WYDEQ_WATERSHED-WYDEQ_RES_241","BELL RESERVOIR - D","Lake","Wyoming","WYNP101800100403_01","Meeboer Lake",59178.980595645,-105.293520000002,41.5741100000018
"WYDEQ_WATERSHED-WYDEQ_RES_242","JORDAN RESERVOIR - D","Lake","Wyoming","WYNP101800100403_01","Meeboer Lake",74122.091874461,-105.177280000002,41.6773500000018
"WYDEQ_WATERSHED-WYDEQ_RES_243","MORRISON RESERVOIR - D","Lake","Wyoming","WYNP101800100403_01","Meeboer Lake",79629.5035506569,-105.109150000002,41.6946400000018
"WYDEQ_WATERSHED-WYDEQ_RES_244","LAKE HATTIE - LPD","Lake","Wyoming","WYNP101800100403_01","Meeboer Lake",7022.37982101625,-105.903540000002,41.2412500000018
"WYDEQ_WATERSHED-WYDEQ_RES_245","LAKE HATTIE - RTPD","Lake","Wyoming","WYNP101800100403_01","Meeboer Lake",10012.2626483331,-105.938050000002,41.2484000000018
"WYDEQ_WATERSHED-WYDEQ_RES_246","HEREFORD RESERVOIR #2 - D","Lake","Wyoming","COSPMS07_A","Lakes and Reservoirs near the South Platte River.",16721.0365744592,-104.637830000002,41.1266100000018
"WYDEQ_WATERSHED-WYDEQ_RES_247","HEREFORD RESERVOIR #1 - D","Lake","Wyoming","COSPMS07_A","Lakes and Reservoirs near the South Platte River.",21075.6857772967,-104.735920000002,41.1176700000019
"WYDEQ_WATERSHED-WYDEQ_RES_248","LAK RESERVOIR - D","Lake","Wyoming","WYBF101202010601_01","Gillette Fishing Lake",120840.657853232,-104.108889000002,43.8244360000018
"WYDEQ_WATERSHED-WYDEQ_RES_249","MUDDY GUARD RESERVOIR #1 - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",95113.5495468205,-106.776750000002,44.1772300000016
"WYDEQ_WATERSHED-WYDEQ_RES_250","MUDDY GUARD RESERVOIR #2 - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",94594.252732421,-106.757080000002,44.1824300000016
"WYDEQ_WATERSHED-WYDEQ_RES_251","PARK RESERVOIR - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",60528.417977649,-107.212486000002,44.5687360000016
"WYDEQ_WATERSHED-WYDEQ_RES_252","MEADOWLARK LAKE - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",101809.664875289,-107.230860000002,44.1669900000016
"WYDEQ_WATERSHED-WYDEQ_RES_253","SIBLEY LAKE - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",57904.4754865142,-107.437520000002,44.7612200000016
"WYDEQ_WATERSHED-WYDEQ_RES_254","MAVRAKIS POND - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",27464.1889406863,-106.964610000002,44.8106300000016
"WYDEQ_WATERSHED-WYDEQ_RES_255","HEALY RESERVOIR - D","Lake","Wyoming","MT42B003_010","Tongue River Reservoir",71113.5022849779,-106.612370000002,44.4087100000016
"WYDEQ_WATERSHED-WYDEQ_RES_260","BOULDER LAKE - LPD","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",89337.1731700485,-109.647561700002,42.8528533300016
"WYDEQ_WATERSHED-WYDEQ_RES_261","BOULDER LAKE - RTPD","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",88044.4459442194,-109.632566700002,42.8566050000015
"WYDEQ_WATERSHED-WYDEQ_RES_262","LOWER NEW FORK LAKE - LPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",73496.1428958786,-109.953980000002,43.0914833300015
"WYDEQ_WATERSHED-WYDEQ_RES_263","LOWER NEW FORK LAKE - RTPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",72860.8003099094,-109.944441700002,43.0975616700015
"WYDEQ_WATERSHED-WYDEQ_RES_264","UPPER NEW FORK LAKE - LPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",72350.659936271,-109.928185000002,43.1029483300015
"WYDEQ_WATERSHED-WYDEQ_RES_265","UPPER NEW FORK LAKE - RTPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",71623.6100913799,-109.916126700002,43.1102383300015
"WYDEQ_WATERSHED-WYDEQ_RES_266","HALF MOON LAKE - LPD","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",93510.540525245,-109.739113300002,42.9265566700016
"WYDEQ_WATERSHED-WYDEQ_RES_267","HALF MOON LAKE - RTPD","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",91850.0680465582,-109.718173300002,42.9273316700015
"WYDEQ_WATERSHED-WYDEQ_RES_268","FREMONT LAKE - LPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",91984.6211598849,-109.809858300002,42.9358700000015
"WYDEQ_WATERSHED-WYDEQ_RES_269","FREMONT LAKE - TPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",85183.3700394366,-109.791008300002,43.0004783300015
"WYDEQ_WATERSHED-WYDEQ_RES_270","FREMONT LAKE - RPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",83447.8475914424,-109.780286700002,43.0180116700015
"WYDEQ_WATERSHED-WYDEQ_RES_272","FREMONT LAKE - INTAKE","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",94900.9239520165,-109.833518300002,42.9067233300015
"WYDEQ_WATERSHED-WYDEQ_RES_273","SUNDANCE FAIRGROUNDS POND - D","Lake","Wyoming","WYBF101202010601_01","Gillette Fishing Lake",90539.7305338242,-104.366920000002,44.4064700000017
"WYDEQ_WATERSHED-WYDEQ_RES_297","Lower North Crow Reservoir - D","Lake","Wyoming","COSPMS07_A","Lakes and Reservoirs near the South Platte River.",36499.322529855,-105.187915000002,41.2203990000018
"WYDEQ_WATERSHED-WYDEQ_RES_303","Boysen Reservoir, Fremont Bay","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",31697.2457591099,-108.184722000002,43.2516750000016
"WYDEQ_WATERSHED-WYDEQ_RES_304","Boysen Reservoir, Tough Creek Campground","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",36174.4702217181,-108.160000000002,43.3254830000016
"WYDEQ_WATERSHED-WYDEQ_RES_305","Boysen Reservoir, East Shore","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",38939.2095029184,-108.148611000002,43.3657060000016
"WYDEQ_WATERSHED-WYDEQ_RES_306","Worthen Meadows Reservoir - Deepest","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",56682.5863198506,-108.919587000002,42.7007150000016
"WYDEQ_WATERSHED-WYDEQ_RES_307","Frye Lake - Deepest","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",54247.8319801087,-108.874323000002,42.7107470000016
"WYDEQ_WATERSHED-WYDEQ_RES_308","West Newton Lake - D","Lake","Wyoming","MT43D003_120","Black Canyon Lake",66451.3136575046,-109.123710000002,44.5435900000015
"WYDEQ_WATERSHED-WYDEQ_RES_309","Lower Sunshine Reservoir - LPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",89047.6383646858,-108.986800000002,44.0867700000015
"WYDEQ_WATERSHED-WYDEQ_RES_310","Lower Sunshine Reservoir - RTPD","Lake","Wyoming","WYBH100800010104_01","Brooks Lake",89047.3519394262,-108.986810000002,44.0867800000015
"WYDEQ_WATERSHED-WYDEQ_RES_397","Crystal Reservoir - D","Lake","Wyoming","COSPMS07_A","Lakes and Reservoirs near the South Platte River.",31974.3221525033,-105.200058000002,41.1567580000019
"WYDEQ_WATERSHED-WYDEQ_RES_398","Lake Absarraca - D","Lake","Wyoming","COSPMS07_A","Lakes and Reservoirs near the South Platte River.",23205.8428185499,-104.838275000002,41.1613720000019
"WYDEQ_WATERSHED-WYDEQ_RES_399","Hog Park Reservoir - RTPD","Lake","Wyoming","WYNP101800100603_02","Snowy Range Lakes",60197.1010950699,-106.878380000002,41.0363350000018
"WYDEQ_WATERSHED-WYDEQ_RES_400","Hog Park Reservoir - LPD","Lake","Wyoming","WYNP101800100603_02","Snowy Range Lakes",59479.3458741315,-106.864529000002,41.0330100000018
"WYDEQ_WATERSHED-WYDEQ_RES_64","Boysen Reservoir, Riverine Pelagic: Freemont 1","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",32294.0646986551,-108.186297200002,43.2775560000016
"WYDEQ_WATERSHED-WYDEQ_RES_67","Boysen Reservoir, Transitional Pelagic: Sand Mesa","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",32061.4562764036,-108.201836100002,43.3029670000016
"WYDEQ_WATERSHED-WYDEQ_RES_68","Boysen Reservoir Transitional Embayment, Cottonwood Creek Bay","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",33346.5773893096,-108.212772200002,43.3469030000016
"WYDEQ_WATERSHED-WYDEQ_RES_71","Boysen Reservoir, Lacustrine Pelagic: Dam","Lake","Wyoming","WYBH100800050202_01","Ocean Lake",39585.0469162277,-108.176744400002,43.4119970000016
"USGS-05014300","Swiftcurrent Cr ab Swiftcurrent Lk at Many Glacier","Stream","Montana","MT40T002_010","Divide Creek",18572.4122268984,-113.680583300002,48.7954444000011
"USGS-06036905","Firehole River near West Yellowstone MT","Stream","Wyoming","ID17040202SK024_02","Thirsty Creek - Idaho/ Wyoming border to mouth",22440.2472627588,-110.863502800002,44.6201833000014
"USGS-06075785","SF Smith R at McGuire Bdg nr White Sulphur Springs","Stream","Montana","MT41J002_011","North Fork Smith River",690.587108516265,-110.956324900002,46.5232742600013
"USGS-06075900","Big Birch C at Mouth nr White Sulphur Springs MT","Stream","Montana","MT41J001_010","Smith River",201.316878415205,-111.054665000002,46.5868872000013
"USGS-06190540","Boiling River at Mammoth,YNP","Stream","Wyoming","MT43B001_011","Yellowstone River",4681.74519566938,-110.689344400002,44.9851333000014
"USGS-06191000","Gardner River near Mammoth, YNP","Stream","Montana","MT43B001_011","Yellowstone River",3880.07034136961,-110.690975000002,44.9923444000014
"USGS-12323230","Blacktail C at Harrison Avenue at Butte MT","Stream","Montana","MT76G003_020","Silver Bow Creek",2581.51859722815,-112.508076400002,45.9852042600013
"USGS-12323233","Blacktail Creek above Grove Gulch, at Butte, MT","Stream","Montana","MT76G003_020","Silver Bow Creek",946.194179985389,-112.527358300002,45.9912694000013
"USGS-461013110215601","Clear Creek at FR 844, nr Wilsall, MT","Stream","Montana","MT43A001_012","Shields River",1162.17133507596,-110.365591700002,46.1703972000013
"USGS-461053110213301","Lodgepole Cr at mouth, nr Wilsall, MT","Stream","Montana","MT43A001_012","Shields River",34.4795859156249,-110.359277800002,46.1813611000014
"USGS-461105110230401","Buck Creek at mouth, nr Wilsall, MT","Stream","Montana","MT43A001_012","Shields River",108.908269321763,-110.384500000002,46.1839166700014
"USGS-463023112153701","Minnehaha Cr ab City Diversion nr Rimini MT","Stream","Montana","MT41I006_142","Tenmile Creek",59.5142198088943,-112.261122500002,46.5063209700013
"USGS-463504111154601","Mule Cr at FR 575, nr White Sulphur Springs, MT","Stream","Montana","MT41J002_060","Elk Creek",3603.59852209783,-111.262680600002,46.5843416700013
"USGS-464506111095801","Whitetail Deer Cr at mouth, nr Ft Logan, MT","Stream","Montana","MT41J001_010","Smith River",128.877001930651,-111.166027800002,46.7516388900013
"USGS-480954112520101","Canal at Pondera Park, near Heart Butte, MT","Stream","Montana","MT41M002_081","Birch Creek",146.908134792662,-112.867000000002,48.1650277800012
"USGS-481020112494501","Fish Creek near mouth, near Heart Butte, MT","Stream","Montana","MT41M002_081","Birch Creek",1037.20106550165,-112.829250000002,48.1723611000012
"USGS-481538112372801","Birch Cr Main Canal bl diversion, nr Dupuyer, MT","Stream","Montana","MT41M002_081","Birch Creek",764.215361886625,-112.624333300002,48.2606111000011
"USGS-10020300","BEAR RIVER BELOW RESERVOIR, NEAR WOODRUFF, UT","Stream","Wyoming","WYBR160101010303_01","Bear River",6590.70167902454,-111.014631700002,41.5055010000015
"USGS-10028500","BEAR RIVER BELOW PIXLEY DAM, NEAR COKEVILLE, WY","Stream","Wyoming","WYGR140401070600_01","Hams Fork",16556.0022038066,-110.986880600002,41.9379500000015
"USGS-10038000","BEAR RIVER BELOW SMITHS FORK, NR COKEVILLE, WY","Stream","Wyoming","WYBR160101020204_01","Smiths Fork",8794.3404173631,-110.973197200002,42.1265277800015
"USGS-06236100","WIND RIVER AB BOYSEN RESERVOIR, NR SHOSHONI, WY","Stream","Wyoming","WYBH100800050404_01","Poison Creek",13649.2688989498,-108.224833300002,43.1289722000016
"USGS-06253000","FIVEMILE CREEK NEAR SHOSHONI, WY","Stream","Wyoming","WYBH100800050404_01","Poison Creek",6374.90204453093,-108.219694400002,43.2219166700016
"USGS-06259000","WIND RIVER BELOW BOYSEN RESERVOIR, WY","Stream","Wyoming","WYBH100800050607_01","Muddy Creek",16080.4330230916,-108.178985800002,43.4249575000016
"USGS-06279500","BIGHORN RIVER AT KANE, WY","Stream","Wyoming","WYBH100800140504_00","Shoshone River",11849.930368342,-108.181497200002,44.7585661800015
"USGS-06283995","Shoshone River ab Willwood Dam, nr Ralston, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",9299.66134905986,-108.927527800002,44.6612166700015
"USGS-06284010","Shoshone River bl Willwood Dam, nr Ralston, WY","Stream","Wyoming","WYBH100800140107_01","Dry Gulch",10696.4436572115,-108.915394400002,44.6717583000015
"USGS-06285100","SHOSHONE RIVER NEAR LOVELL, WY","Stream","Wyoming","WYBH100800140408_01","Sage Creek",492.155030396342,-108.435118600002,44.8385638000015
"USGS-06317000","POWDER RIVER AT ARVADA, WY","Stream","Wyoming","WYPR100902020808_01","Middle Prong Wild Horse Creek",7558.47261846064,-106.127527800002,44.6499822600016
"USGS-06324902","Little Powder R above Cow Creek, near Gillette, WY","Stream","Wyoming","WYPR100902080500_01","Little Powder River",11652.5724536744,-105.394694400002,44.5519722000017
"USGS-06375495","Little Thunder Cr bl School Cr, nr Wright, WY","Stream","Wyoming","WYCR101201030200_01","Black Thunder Creek",9585.31313397007,-105.165222200002,43.6728055600017
"USGS-06375600","LITTLE THUNDER CREEK NEAR HAMPSHIRE, WY","Stream","Wyoming","WYCR101201030200_01","Black Thunder Creek",1496.32843783091,-104.909444400002,43.6547222000018
"USGS-06425900","CABALLO CREEK AT MOUTH, NEAR PINEY, WY","Stream","Wyoming","WYBF101202010600_01","Donkey Creek",22692.149828941,-105.266931000002,44.0799782700017
"USGS-06630000","N PLATTE RIV AB SEMINOE RESERVOIR, NR SINCLAIR, WY","Stream","Wyoming","WYNP101800020000_01","North Platte River",31553.4493529602,-107.057546500002,41.8721812700017
"USGS-06635000","MEDICINE BOW R AB SEMINOE RESERVOIR, NR HANNA, WY","Stream","Wyoming","WYNP101800050103_02","Little Medicine Bow River",30236.6909042098,-106.513083000002,42.0096844000017
"USGS-06636000","NORTH PLATTE RIVER ABOVE PATHFINDER RESERVOIR WY","Stream","Wyoming","WYNP101800050103_02","Little Medicine Bow River",59883.4242800888,-106.876432000002,42.1782928000017
"USGS-06637740","SWEETWATER R AB ROCK CR, NR ATLANTIC CITY, WY","Stream","Wyoming","WYNP101800060204_01","Willow Creek",1862.71398472982,-108.626219400002,42.3932916700016
"USGS-06639000","SWEETWATER RIVER NEAR ALCOVA, WY","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",47251.8989557636,-107.133944900002,42.4899590500017
"USGS-06641000","NORTH PLATTE RIVER BELOW PATHFINDER RESERVOIR, WY","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",32954.7353276248,-106.846989600002,42.4649607000017
"USGS-06642000","NORTH PLATTE RIVER AT ALCOVA, WY","Stream","Wyoming","WYNP101800070302_01","Poison Spring Creek",17064.8773174282,-106.692540000002,42.5741289700017
"USGS-06670500","LARAMIE RIVER NEAR FORT LARAMIE, WY","Stream","Wyoming","WYNP101800110906_01","Chugwater Creek",26996.5286886647,-104.538290800002,42.2005227700018
"USGS-06674500","NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE","Stream","Wyoming","NE-NP3-30500","Sheep Creek",7999.68052396926,-104.053282300002,41.9885755000019
