ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated,TADA.Remove
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,2/17/2022,10:00:00,MST,2/17/2022 17:00,0.051,mg/l,0.051,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",below the reporting level but at or above the detection level,NWIS-123099767,nwisut.01.02200527,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,4/12/2022,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/17/2022,10:00:00,MST,2/17/2022 17:00,7.06,mg/l asNO3,7.06,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123099859,nwisut.01.02200527,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/17/2022,12:00:00,MST,2/17/2022 19:00,5.08,mg/l as N,5.08,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123099919,nwisut.01.02200526,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,2/17/2022,12:00:00,MST,2/17/2022 19:00,0.215,mg/l,0.215,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",,NWIS-123099954,nwisut.01.02200526,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,4/12/2022,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/17/2022,12:00:00,MST,2/17/2022 19:00,22.5,mg/l asNO3,22.5,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Preliminary,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123100046,nwisut.01.02200526,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/16/2022,11:35:00,MST,2/16/2022 18:35,0.332,mg/l as N,0.332,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123100131,nwisut.01.02200520,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.54385,40.54385,-111.49125,-111.49125,NAD83,16020203,USGS-403238111292801,USGS-403238111292801,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5899,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/16/2022,11:35:00,MST,2/16/2022 18:35,1.47,mg/l asNO3,1.47,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123100178,nwisut.01.02200520,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.54385,40.54385,-111.49125,-111.49125,NAD83,16020203,USGS-403238111292801,USGS-403238111292801,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5899,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/16/2022,12:20:00,MST,2/16/2022 19:20,0.375,mg/l as N,0.375,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123100189,nwisut.01.02200521,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.54361944,40.54361944,-111.4916,-111.4916,NAD83,16020203,USGS-403237111293001,USGS-403237111293001,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5903,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/16/2022,12:20:00,MST,2/16/2022 19:20,1.66,mg/l asNO3,1.66,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123100236,nwisut.01.02200521,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.54361944,40.54361944,-111.4916,-111.4916,NAD83,16020203,USGS-403237111293001,USGS-403237111293001,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5903,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/23/2022,14:15:00,MST,2/23/2022 21:15,0.153,mg/l as N,0.153,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118206,nwisut.01.02200555,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.5302323,40.5302323,-111.4849116,-111.4849116,NAD83,16020203,USGS-403149111290300,USGS-403149111290300,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5710,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/23/2022,14:15:00,MST,2/23/2022 21:15,0.677,mg/l asNO3,0.677,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118253,nwisut.01.02200555,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.5302323,40.5302323,-111.4849116,-111.4849116,NAD83,16020203,USGS-403149111290300,USGS-403149111290300,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5710,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/23/2022,13:15:00,MST,2/23/2022 20:15,0.212,mg/l as N,0.212,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118264,nwisut.01.02200554,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.5368988,40.5368988,-111.4857453,-111.4857453,NAD83,16020203,USGS-403213111290600,USGS-403213111290600,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5750,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/23/2022,13:15:00,MST,2/23/2022 20:15,0.939,mg/l asNO3,0.939,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118311,nwisut.01.02200554,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.5368988,40.5368988,-111.4857453,-111.4857453,NAD83,16020203,USGS-403213111290600,USGS-403213111290600,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5750,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/23/2022,11:00:00,MST,2/23/2022 18:00,0.115,mg/l as N,0.115,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118321,nwisut.01.02200553,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.542732,40.542732,-111.4999131,-111.4999131,NAD83,16020203,USGS-403234111295700,USGS-403234111295700,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5915,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/23/2022,11:00:00,MST,2/23/2022 18:00,0.508,mg/l asNO3,0.508,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118368,nwisut.01.02200553,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Stream,STREAM,,40.542732,40.542732,-111.4999131,-111.4999131,NAD83,16020203,USGS-403234111295700,USGS-403234111295700,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5915,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/23/2022,13:30:00,MST,2/23/2022 20:30,0.569,mg/l as N,0.569,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118379,nwisut.01.02200552,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Well,WELL,,40.51718889,40.51718889,-111.4989,-111.4989,NAD83,16020203,USGS-403101111295802,USGS-403101111295802,Basin and Range carbonate-rock aquifers,Confined single aquifer,,11/18/2013,1010,ft,1010,ft,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5948,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/23/2022,13:30:00,MST,2/23/2022 20:30,2.52,mg/l asNO3,2.52,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118426,nwisut.01.02200552,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Well,WELL,,40.51718889,40.51718889,-111.4989,-111.4989,NAD83,16020203,USGS-403101111295802,USGS-403101111295802,Basin and Range carbonate-rock aquifers,Confined single aquifer,,11/18/2013,1010,ft,1010,ft,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,0.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),5948,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,Weber Quartzite or Sandstone (Permian-Pennsylvanian),,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/23/2022,10:50:00,MST,2/23/2022 17:50,0.365,mg/l as N,0.365,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118446,nwisut.01.02200550,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.53773217,40.53773217,-111.4968572,-111.4968572,NAD83,16020203,USGS-403216111294601,USGS-403216111294601,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5870,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,2/23/2022,10:50:00,MST,2/23/2022 17:50,1.61,mg/l asNO3,1.61,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Routine sample,,,,,,,,,NWIS-123118493,nwisut.01.02200550,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,51,,,Spring,SPRING,,40.53773217,40.53773217,-111.4968572,-111.4968572,NAD83,16020203,USGS-403216111294601,USGS-403216111294601,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5870,feet,20,feet,Interpolated from topographic map.,NGVD29,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,2/16/2022,11:30:00,MST,2/16/2022 18:30,4.96,mg/l as N,4.96,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-123134656,nwisut.01.02200565,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
